,게시글 ID,작성일,작성자,제목,본문
404,320943,2020.08.25. 15:39,이번생엔,[복부 무한람스] 3주차 비교사진/후관리추가했어영,"안녕하세요~~제가 복부무한람스 받은지 벌써 3주가 지났어요!ㅎㅎ첫주+체외충격파 후기 올린지도 벌써 2주가 훌쩍 지났네용😆😆저 비포사진들 저장해놓고 계속 보고있어여..ㅋㅋㅋㅋ시술전사진 이렇게 모아놓은거 네다섯장은 있어유..ㅋㅋㅋ반성용ㅋㅋ다시 돌아가지않을거야 정말 ㅠㅠㅠ시술직후에 옆에서볼때 윗배부터 약간 일자느낌이 너무 좋았어요ㅠㅠ이때 진짜 무한감동..ㅋㅋㅋㅋ뭉친거 풀리면 라인 저렇게 되겟죵?러브핸들은 안했는데 이전보다 확실히 정리된느낌?? 옆구리 덕을 좀 본거깉아요만져보면 아직 살은 많이 잡히는데 약간 접히는 라인이 조금 정리된느낌이었어요이렇게보니 부피적으로는 일주전이랑 큰차이는 없어보이긴 하는데 푸릇푸릇한 멍들이 전체적으로 거의 빠졋구여 첫주에 체충받고 나서 확실히 울퉁불퉁한데가 완만해지고 딱딱하게 뭉친 부위가 조금씩 줄더라구요ㅎㅎ그리구 골반 주변 아랫배..라고 할까요 그 부위를 뭐라말해야될지 모르겠는데🤔ㅋㅋㅋㅋㅋ중앙 부분말고 옆쪽 살들이 줄어서만져보면 확실히 람스 안받은 살에비해 안에 지방 차있는게 적은 느낌..?ㅎㅎ 뭔가 내살 안같고 말랑말랑해서 신기했어요 ㅋㅋㅋ 자꾸 만지게 되더라구요삼주차 당일이에용! 시술전보다 몸무게는6.7kg 빠졌구 둘레사이즈는 9cm 감소했어오 헤헤윗배 진짜 정리 많이됏져ㅠㅠㅋㅋ 원래 시술할때도 위에는 갈비뼈 부분이라 아랫배나 옆구리에 비해서 많은 양을 빼지는 못했는데 둥글둥글 삼겹살로 접히던 부분이 많이 완만해졌어여옆구리도 아직 둥글게 살이 있지만 ㅋㅋㅋㅋㅋ곡선이 확실히 완만해진 느낌!!아랫배도 배꼽주변 중앙부분에 뭉친거만 빼면 옆에부터 골반있는 사이드 부분은 진짜 많이빠졋는데 사진으로 잘 보이진않네욤ㅎㅎ후관리는 1주차:체외충격파 2주/3주차:메조지분주사이렇게 받았구요카페 찾아보니까 람스선배님들이 후관리 추가로 체외충격파랑 hpl많이 추천해주시길래 저두 체충 추가했어여😉ㅎㅎ뭉침아 빨리 사라져라![시술전 vs 시술후 3주차 비교]앞으로 옆으로 흘러넘치던 제 살들 오디갔나요?ㅋㅋㅋㅋㅋ 후관리도 꾸준히 받고있고, 장마도 끝났으니 유산소(빠르게 걷기..도 유산소 운동 맞죠?😂)도 제대로 해보려구해용 ㅎㅎㅎ원래 지난주부터 운동하기로 스스로 다짐했는데 이래저래 이유생겨서 두번밖에 못했네요ㅠㅠ이번주는 꼭..!다시 또 한주를 달려봅니다! 화이팅!"
405,320865,2020.08.25. 07:07,납작복근,카복시 받아보신분~!,어제 후관리로 메조랑 카복시받았는데요아랫배가 빵빵해서 뉴르면 뽁뽁거리는데 일부러 누르면 안되겠죠?다시 살찐거 같아서 기분나쁠지경이에요 ㅋㅋㅋ
406,320838,2020.08.24. 23:29,모구모구짱이야,람스 후에 후관리로도 둘레 더 줄어드나요???+후관리추천햐주세요,NaN
407,320804,2020.08.24. 19:26,솜콩,무서웠던 람스후기 이제계속지켜보려구요 12일차.,"안녕하세요 8월 12일에 팔뚝 전체 무한람스했어요.지금 12일정도 지났네요.진짜 더운여름에도 칠부, 긴팔입으면서지낼거 감수할정도로 팔뚝 스트레스받았었거든요....여름에 민소매입는맛으로살았는데살쩌서 못입으니 우울증올듯...해서공감하시는분계신가요...하자마자 사진남겨놨는데제기준 너무만족했거든요첫날인데?그래서 진짜친한친구들한테 람스 추천하고카페에 글도쓰고 근데 한여름이라서 맨날 긴팔만 입고 지냈어요ㅋ그래서 제 팔의 변화를 볼 틈이 없었어요.요즘바빠서 퇴근하면 떡실신해서맨날 쓰러져자고 얇아져있겠지 하면서 신경안쓰고솔직히 더 얇아질거아녜여 첫날보다 저게용액도넣어져있고 젤부은상태일텐데옷도 좀 헐렁한거같고 체감상 오키로는 빠진거같고  한끼굶었다고 막빈혈올거같곸ㅋㅋㅋ람스후 일주일뒤에 옷똑같이입고 찍어봤더니(심지어자세도똑같이각도도거의비슷하게)아니 똑같은거에요 ㅋㅋㅋㅋ...흑..똑같지않나요...카페에도 후기남기겠다고 신나서 글올리고난리도아니었는데그이후에 무서워서 람스부작용이랑 저처럼 얇아짐을느끼지만 사진은똑같이나오는(?)거ㅋㅋ엄청찾아봤는데진짜 안나오고 ㅜㅜ안티성형카페이런데도찾아봣는데없고전후사진 보고 충격받아서 람스 한지 잊고있었다가그리고 또또 일이 바빠서 그이후에 오일을 정신없이살다가진짜 반 포기상태로 잊고지냈는데오늘 처음으로 다섯명한테 살빠졌냐는 소리 들었어요.람스 소리소문없이진짜 쪼금씩빠지나봄....아까 사진보다 12일차치고는 많이빠지지 않았나요?"
408,320726,2020.08.24. 12:00,연ju,무한람스 팔과복부 어떤순서가 좋을까요?,"9월14일에 복부, 러브핸들 무한예약22일에 팔뚝무한, 뒷볼록 2바틀 예약했는데요30일이 추석연휴라 시댁에 가서 제사는없지만 설겆이라도 해야되는데 팔쓰기 불편하지 않을까싶기도 하고멍이 남을까 신경도 쓰이고배먼저하고 일주일뒤에 팔할때 엎드리면 배 아프지않을까 싶기도 한데순서를 바꾸는게 나을까요?팔과 복부 회복력은 어떤가요?"
409,320705,2020.08.24. 09:22,후루루쿵,람스하고 뭉치는 부위 파스 붙여도될까요?,너무 아파요..통증 언제까지 가요
410,320702,2020.08.24. 08:57,yula4,앞벅지&무릎 람스 하신분들,무릎 위쪽이 돌같고 붓고 당기고 통증이 심한데얼마나 가나요? 일주일됐습니다.
411,320659,2020.08.23. 23:57,중성자별,람스후 생리 안하시는 분 계신가요,람스를 3월에 하고 이제 5개월 됐는데6월까지는 생리 잘 하다가 갑자기 2개월동안 건너뛰고 있네요.. 허허헣혹시 람스하시고 주기 틀어지신 분 계신가요아 살은 많이 빠졌습니다ㅎ
412,320656,2020.08.23. 23:43,동동이,팔 지흡주사 1주 후기!! ( 딱 봐도 달라진게 보여요 ... 벌써 만족...),저번주 금요일날 람스 시술 받고 벌써 일주일하고도 이틀이나 지났네요시술 받고 너무 아무렇지 않아서 그런가 시간이 엄청 빨리 갔어요!!시술 당일부터 라인이 달라져서 저도 놀랐는데 역시 잘 빠지고 있는거 같아요!어제 후관리 받으러 병원갔다 왔는데 관리 해주시는 간호사님도 놀라시더라고요람스 시술이 붓기가 아예 없는 시술은 아니라 1주차 길면 2주차 까지 붓기있어서 원래 팔 두께보다 더 두꺼워지는 분도 많다고 하셨는데 저는 1주일 만에 -0.5CM 나 줄었어요!!!3개월까지는 지켜봐야한다는데 앞으로 얼마나 빠질지 기대가 됩니다.!말이 0.5센티지 눈으로 보는 변화가 더 큰거 같아요!울퉁불퉁한 라인도 싹 정리 되었고 0.5만 줄은게 맞나 싶을 정도..??여튼 고민끝에 람스 했지만 정말 잘했다 싶어요ㅜㅠㅠㅠㅠㅠㅠㅠ살은 고민이고 흡입은 부담이다 하시는 분들 완전 추천해요ㅜㅜ딱 제가 그랬는데 지금 완전 만족중!!!!제 기준으로 하루 이틀까지는 팔에 약물도 있고 약간 붓기도 있는상태라 팔을 막 베고자고 이런건 못하는 정도인데 이틀까지는 감각이 없어서 눌러봐도 통증은 없고 스트레칭하면 피부가 당기는 정도였어요!제가 제일 궁금했던건 근육통 같은 통증이라고 말하시는 분들이 있어서 그런 통증일까 하고 팔에 알통도 만들어보고 무거운것도 들어봤는데 근육통 같은 통증은 아닌거 같아요!제가 일하면서 무거운거 들일이 많아서 걱정했거든요!!멍은 한 이틀부터 조금씩 올라왔던거 같아요!3~4일은 팔에 차있던 용액이 거의 흡수 되고 감각도 돌아오고 있어서 스트레칭을 하면 피부가 당기는 느낌 들고 누르면 아픈정도였지만 역시 무거운거 들거나 일상생활하는데는 전혀 지장 없었어요!4일차쯤 멍이 거의 다 올라왔는데 거의 팔 안쪽으로만 들어서 차렷하고 있으면 아예 안보였어요!일할때 유니폼이 반팔이라 멍 보이면 쓸려고 팔토시도 미리 구매해뒀는데 멍이 보일일이 없어 결국 한번도 안썼다는..4일부터 가렵고 가끔 따끔하다 해야하나 따끔 저릿? 따끔 간질?? 요런느낌이 일생생활하다 가끔 왔어요!멍도 점점 내려오고!6일차부터는 미루고 미뤘던 요가링으로 하는 팔운동을 시작하기로 했습니다..가벼운 운동은 당일부터 완전 가능하다고 했는데 결국 한 일주일 지나서 시작한....운동은 왜이렇게 하기 싫은걸까요정말 미치겠어요..그리고 어제 후관리 체외중격파 받고 왔습니다!!받으러 가기 전에 엄청난 겁쟁이라 또 후기 엄청 찾아보곸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ엄마도 받아봤는데 엄청 아프다고 그러고 후기도 다들 깜짝 놀라는 아픔이라고 하더라그여..결론 괜찮았어요ㅋㅋㅋㅌㅌㅋㅋ탈의실에서 옷 갈아입고 배드에 누우면 쌤이 수건 꼼꼼히 덮어주시고 팔이랑 어깨 겨드랑이쪽에 오일을 발라주십니다!그리고 원장님 오셔서 기계 강도조절해주시고 가시면 이제 간호사님이 관리 해주세요!소리가 겁나커서 또 팔 관리라 팔보다 귀가 더 아파옄ㅋㅋ느낌은 뜨끔따끔? 시원한 느낌도 들고 람스 후에 받는 체외충격파는 어처피 지방층까지만 가면 되는거라 아마 관절에 했던 사람보다는 덜 아팠던거 같아요!!그리고 뭔가 슈링크를 팔에 받는 기분이라 좀 좋았어요!!ㅋㅋㅌㅋ근데 진짜 효과 대박이지 않나요....??????????????이제 일주일인데ㅠㅠㅠ 옆볼록 완전 사라졌습니다..멍은 한 요정도 남았어요!! 팔 안쪽은 아직 좀 더 들어있는데 사진에서 처럼 생활할때 보이진 않아요!
413,320642,2020.08.23. 22:34,쪙쪙뗭,혹시 종아리보톡스 맞아보신분 계신가요..?,제가 숫자병원에서 두달전쯤 종아리지흡을하고 이제 후관리다끝나서 어느정도 사이즈감소가 된 상태에서 지난주 종아리보톡스를 맞았거든요.. 식단운동 병행하면서 두달에 10키로정도 감량이된상태라 종아리도 눈으로보기에도 라인정리뿐아니라 살짝 얇아진게 보였는데 종아리보톡스맞고난후부터 오늘까지 종아리가 더 굵어진거같애요ㅜㅜ 아니 굵어졌어요.. 수술하기전이랑 똑같아진거같애요. 2주에서 4주정도까지는 가벼운걷기정도 스트레칭정도만 해주고 그외운동은 안하는게좋다해서 하루20분정도씩 가볍게 산책느낌으로 걸어주기만했는데 이게 문제가될수있었을까요ㅠㅠ? 정말 고생고생해서 지흡하고 식단운동 병행하면서 두달동안 종아리얇아지는거보면서 뿌듯해하고있었는데 보톡스맞고나서 몇일만에 다시 굵어져버린 종아리를보니 정말 다 포기하고싶고 너무 우울해요ㅠㅠㅠ 혹시 종아리보톡스 맞아보신분들계시면 조언좀해주세요ㅠㅠㅠㅠㅠㅠ 다들코로나조심하세요
414,320577,2020.08.23. 12:23,후루루쿵,허벅지 람스 7일찬데 너무 아프네요ㅠㅠ,"뒷벅지가 찢어지는? 핏줄이 터지는? 느낌이 너무 심해요..자리에서 일어날때, 변기 앉고 설때ㅠㅠ어떻게하면 좀 완화 될까요?"
415,320345,2020.08.21. 15:44,복부람스,복부무한 럽핸들 후 첫 후관리,NaN
416,320322,2020.08.21. 13:52,yula4,허안 람스 후,람스 4일차인데요붓기도 붓기지만 앉거나 일어날때 살짝 눌리면허안이 찢어질듯 아파요이런 순간 통증은 얼마나 가나요두렵네요ㅠㅠ
417,320282,2020.08.21. 10:48,냥냥냥냥1,지방흡입후,후관리로 gpl 이나 hpl 하시는분 있나요?배 두달될는데 조금 살 붙은거같아서 ㅜㅜ혹 두개ㅜ차이점 알수있을까요
418,320236,2020.08.21. 00:56,흐구,허벅지 람스 부분마취인가요?,전신마취는 무서워서 부분마취 시술로 알아보려는데 맞아보신 분들 알려주시면 감사하겠습니다!
419,320217,2020.08.20. 22:53,v송남매v,람스복부후,1차후관ㅇ리햇는데요메조주사?그리고딱딱딱소리나는..그기계..근데배가너무튀어나왓어요ㅠㅠ머져ㅠㅠ이게맞는건지..먼가라인정리가안되고더튀어나온?
420,320186,2020.08.20. 17:56,fast9,팔뚝 지흡주사 2시간 후기,생생한 후기를 전달드리고자...ㅋㅋ우선 너무 아픈걸 걱정하고 가서인지 오히려 하나도 안아팠네요!!!!오히려 아 아직 아픈게 시작 안된거구나 할정도로 오히려 고통을 기다렸? 네요ㅎㅎㅎ고통도 사바사라지만 이정도면 고통이라기 보다 그냥 제기준에선 처음겪는 느낌? 때문에 긴장되어서 그런것같아요지흡주사 하실 분들 너무 걱정마세요!!! 화이팅ㅎㅎ지금은 약물+붓기때문에 이렇다할 결과물은 없지만 조금씩 빠져갈 모습이 기대돼요!!ㅎㅎ
421,320107,2020.08.20. 12:20,fast9,곧 팔뚝 지흡주사 하러 갑니다아아,떨리네요 ㅠㅠ예신이라 기대반 걱정반입니다 멍이 케바케라그래서 ㅠ그래도 카페에서 여러 후기들 보고 도움 많이 받았어요ㅎㅎ저도 디테일하고 생생한 후기들고 다시 올게용ㅎㅎ
422,319920,2020.08.19. 12:31,탄탄나나지지,허벅지 무한람스 한달차 총정리 리얼 후기,"저는 살면서 진짜 안해본 다이어트가 없었어욤....ㅎ온갖 운동이란 운동은 다 해보고 그 비싸다는 한약다이어트랑 주*스도 해봤지만 딱 그때뿐일뿐...결국 하비는 다시 하비로 돌아오더라고요ㅎ친구들이랑 다이어트이야기만 나오면 입에 달고 살았던 말...하체 지흡하고 싶다.하체 지흡하고 싶다.하체 지흡하고 싶다.하체 지흡하고 싶다.근데 직장인은 아시잖아요ㅎ 시간과 일정에 자유롭지 못한거^^ㅎ사실 말 그대로 지방흡입을 너무 하고 싶었는데, 후기 찾아보니일주일정도는 휴식해야 하는 것 같다는 글과..3일정도 쉬더라도 제대로 걷지 못하고 힘들다는 글...저희회사는 연차도 휴가도 자유롭지 못해서 걱정이고또, 3일정도 연차를 낸다고 한들다시 복귀해 정상치 못한 몸으로 버틸 자신도 없고 ㅠㅠ몇 번이고 한 번 하는거.. 그냥 눈치보지말고 질러버려? 하다가도 포기하고맘 먹었다가도 포기하고..그러던 제가 드디어  무한람스 했습니다!!!!!!이제 한달이 되어서 람스 하기전에 꿀팁! 하고나서 꿀팁! 알려드릴께요!ㅎㅎ람스 전1. 많이 먹어요^^... 다이어트 시작 전! 이니깐~ㅎㅎ람스 당일 1.금식없구요! 시간이 오래걸리다보니깐 밥은 꼭 든든하게 먹고 가야해요!2.저는 허벅지 받았는데 와이드팬츠! 꼭 입고가세요! 넉넉한 옷 입고 오라해서 반차쓰고 그날 갔던거라 롱치마 입었는데..거즈 붙이고 퇴원하니깐.. 불편하더라구요!! 와이드 팬츠 입으세요!레깅스 입어도 되냐고 물어봤는데 람스 한날 붓기 때문에 잘 안들어가서 옷입기 힘들꺼라고 했었어요^^람스 후1.당일날.. 침대에서 자지말아요.. ㅠ 용액이 샐 수 있다했는데..많이 새서매트리스 젖었어요... 강아지 패드도 붙였는데 말이죠 ㅠㅠ ... 꼭.. 바닥에서 주무세요..2.식이 조절 < 병원가기! 이건.. ㅎㅎ 잘한건지 아닌지 모르겠지만..ㅋㅋ 일단 처방받은 약은 꼬박꼬박 먹어도식이조절이 잘 된다? 이런느낌은 잘 모르겠어요! 대신 저는 후관리 받으러 병원에서예약한 날은 잘 맞춰 갔어요!! 3.바본 빨리 풀리는법: 경락처럼 쎄게 주무르는거 말구, 손으로 비비듯이 허벅지를 자주자주 만져줬어요! 연차도 필요없고 생각보다 괜찮고 견딜만한 아픔에 빠른 회복에.....진짜 자기시간 없는 아기엄마나 직장인분들에게 저 강추하고 싶어요 ㅜㅜ제가 지금까지 PT 등 이것저것 돈 부었던거 생각하면 눈물이.......흑흑요즘 주변에 다이어트 고민하는 사람들 있으면제발 나처럼 돈Gral하지말고 람스나 받으라고 떠들고다닙니다아직 한달 되어서 안쪽에 바본이 있지만 (바본도 여기 카페에서 알게되었어요..;ㅎ)전보다 훨씬 정리 되고 있는데 보여져서 또 끊고 왔어요>_<!"
